airport,n_truth,n_predicted_here,n_correct,n_assigned,role,recall,count_ratio,run,period
EHGG,10,10,10,10,departures,1.0,1.0,reject_trend_ooa,2025
LIPK,10,7,7,7,departures,0.7,0.7,reject_trend_ooa,2025
DAAE,10,1,1,1,departures,0.1,0.1,reject_trend_ooa,2025
LFCR,10,10,10,10,arrivals,1.0,1.0,reject_trend_ooa,2025
LDSB,10,1,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LIPK,10,8,8,8,arrivals,0.8,0.8,reject_trend_ooa,2025
DAAE,10,3,3,3,arrivals,0.3,0.3,reject_trend_ooa,2025
EKOD,10,10,10,10,arrivals,1.0,1.0,reject_trend_ooa,2025
EHGG,10,10,10,11,arrivals,1.0,1.1,reject_trend_ooa,2025
LFCR,9,9,9,9,departures,1.0,1.0,reject_trend_ooa,2025
LKPD,9,9,9,13,departures,1.0,1.4444444444444444,reject_trend_ooa,2025
ESKN,9,7,7,7,departures,0.7777777777777778,0.7777777777777778,reject_trend_ooa,2025
LBPD,9,4,4,4,departures,0.4444444444444444,0.4444444444444444,reject_trend_ooa,2025
GMFK,9,3,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LTCO,9,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LDSB,9,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LTBR,9,9,9,10,departures,1.0,1.1111111111111112,reject_trend_ooa,2025
ENNA,9,8,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LICB,9,9,9,9,departures,1.0,1.0,reject_trend_ooa,2025
EDTY,9,9,9,9,departures,1.0,1.0,reject_trend_ooa,2025
ESTA,9,8,7,7,departures,0.7777777777777778,0.7777777777777778,reject_trend_ooa,2025
ENMS,9,3,0,0,departures,0.0,0.0,reject_trend_ooa,2025
GMMI,9,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
UUBW,9,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
DAON,9,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
GMMI,9,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LGIK,9,5,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EGNR,9,8,1,1,arrivals,0.1111111111111111,0.1111111111111111,reject_trend_ooa,2025
GMFK,9,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENMS,9,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LTBR,9,7,7,9,arrivals,0.7777777777777778,1.0,reject_trend_ooa,2025
LRBV,9,9,9,9,arrivals,1.0,1.0,reject_trend_ooa,2025
ESNZ,9,7,7,7,arrivals,0.7777777777777778,0.7777777777777778,reject_trend_ooa,2025
EKRK,9,9,9,9,arrivals,1.0,1.0,reject_trend_ooa,2025
LQMO,9,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENAN,9,4,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
URML,9,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESKN,9,7,6,7,arrivals,0.6666666666666666,0.7777777777777778,reject_trend_ooa,2025
LTCO,9,1,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LSMP,8,8,7,8,departures,0.875,1.0,reject_trend_ooa,2025
LFSL,8,8,8,8,departures,1.0,1.0,reject_trend_ooa,2025
EGPI,8,7,5,5,departures,0.625,0.625,reject_trend_ooa,2025
ESMX,8,6,6,6,departures,0.75,0.75,reject_trend_ooa,2025
EFMA,8,2,2,2,departures,0.25,0.25,reject_trend_ooa,2025
EGPR,8,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EDHI,8,8,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENJS,8,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFOT,8,8,8,8,departures,1.0,1.0,reject_trend_ooa,2025
LEBZ,8,7,7,7,departures,0.875,0.875,reject_trend_ooa,2025
EPSY,8,7,7,8,departures,0.875,1.0,reject_trend_ooa,2025
LQTZ,8,6,6,8,departures,0.75,1.0,reject_trend_ooa,2025
LDOS,8,3,3,3,departures,0.375,0.375,reject_trend_ooa,2025
LFRG,8,8,8,10,departures,1.0,1.25,reject_trend_ooa,2025
BIEG,8,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
DAON,8,2,2,2,departures,0.25,0.25,reject_trend_ooa,2025
EDLN,8,8,5,5,departures,0.625,0.625,reject_trend_ooa,2025
EFTP,8,5,5,5,departures,0.625,0.625,reject_trend_ooa,2025
UBBG,8,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LGST,8,2,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LSMP,8,8,6,8,arrivals,0.75,1.0,reject_trend_ooa,2025
LQTZ,8,1,1,1,arrivals,0.125,0.125,reject_trend_ooa,2025
LFSL,8,4,4,4,arrivals,0.5,0.5,reject_trend_ooa,2025
LDOS,8,4,4,4,arrivals,0.5,0.5,reject_trend_ooa,2025
EGPI,8,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESMX,8,3,3,3,arrivals,0.375,0.375,reject_trend_ooa,2025
EBKT,8,8,8,8,arrivals,1.0,1.0,reject_trend_ooa,2025
EFMA,8,2,2,2,arrivals,0.25,0.25,reject_trend_ooa,2025
BIEG,8,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LKPD,8,8,8,12,arrivals,1.0,1.5,reject_trend_ooa,2025
ESTA,8,4,4,4,arrivals,0.5,0.5,reject_trend_ooa,2025
LFOT,8,8,8,8,arrivals,1.0,1.0,reject_trend_ooa,2025
LFLB,8,8,7,7,arrivals,0.875,0.875,reject_trend_ooa,2025
ENNA,8,7,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LGST,8,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EDRY,7,7,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EDTL,7,7,7,7,departures,1.0,1.0,reject_trend_ooa,2025
ESSL,7,7,6,6,departures,0.8571428571428571,0.8571428571428571,reject_trend_ooa,2025
ENNM,7,4,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LIBF,7,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LHDC,7,6,6,7,departures,0.8571428571428571,1.0,reject_trend_ooa,2025
EIDL,7,7,7,7,departures,1.0,1.0,reject_trend_ooa,2025
LTCW,7,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
BIIS,7,6,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EKOD,7,7,7,7,departures,1.0,1.0,reject_trend_ooa,2025
OITT,7,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
UUBW,7,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESNQ,7,6,6,6,departures,0.8571428571428571,0.8571428571428571,reject_trend_ooa,2025
EGPL,7,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
HEBA,7,6,6,6,departures,0.8571428571428571,0.8571428571428571,reject_trend_ooa,2025
ESNQ,7,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EGPR,7,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
BIIS,7,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
DABB,7,1,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EDTL,7,7,5,5,arrivals,0.7142857142857143,0.7142857142857143,reject_trend_ooa,2025
ENJS,7,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EGPL,7,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LEBZ,7,6,6,6,arrivals,0.8571428571428571,0.8571428571428571,reject_trend_ooa,2025
LTCW,7,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EDHI,7,7,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EIDL,7,7,7,7,arrivals,1.0,1.0,reject_trend_ooa,2025
OITT,7,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EDTY,7,7,6,6,arrivals,0.8571428571428571,0.8571428571428571,reject_trend_ooa,2025
LIMP,7,5,5,5,arrivals,0.7142857142857143,0.7142857142857143,reject_trend_ooa,2025
HEAL,6,1,1,1,departures,0.16666666666666666,0.16666666666666666,reject_trend_ooa,2025
ENDU,6,2,2,15,departures,0.3333333333333333,2.5,reject_trend_ooa,2025
EFKE,6,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESOE,6,6,6,6,departures,1.0,1.0,reject_trend_ooa,2025
EFJO,6,6,6,6,departures,1.0,1.0,reject_trend_ooa,2025
URML,6,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENRM,6,5,5,11,departures,0.8333333333333334,1.8333333333333333,reject_trend_ooa,2025
LTCU,6,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EGNR,6,6,4,4,departures,0.6666666666666666,0.6666666666666666,reject_trend_ooa,2025
EDVK,6,4,4,4,departures,0.6666666666666666,0.6666666666666666,reject_trend_ooa,2025
EGPU,6,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
HEMM,6,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESNK,6,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EDHL,6,6,6,6,departures,1.0,1.0,reject_trend_ooa,2025
ENSO,6,6,6,6,departures,1.0,1.0,reject_trend_ooa,2025
LPVZ,6,6,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESKM,6,3,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EHJA,6,3,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESNL,6,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LPPM,6,6,6,7,departures,1.0,1.1666666666666667,reject_trend_ooa,2025
EFIV,6,2,0,0,departures,0.0,0.0,reject_trend_ooa,2025
DABB,6,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EDVK,6,4,4,4,arrivals,0.6666666666666666,0.6666666666666666,reject_trend_ooa,2025
EDRY,6,5,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EGPU,6,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LHDC,6,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESOE,6,6,6,7,arrivals,1.0,1.1666666666666667,reject_trend_ooa,2025
LFLI,6,6,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LFEC,6,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LIMZ,6,6,6,6,arrivals,1.0,1.0,reject_trend_ooa,2025
EFTP,6,5,5,5,arrivals,0.8333333333333334,0.8333333333333334,reject_trend_ooa,2025
ENLE,6,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EFIV,6,2,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
HEAL,6,2,2,2,arrivals,0.3333333333333333,0.3333333333333333,reject_trend_ooa,2025
ENNM,6,4,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESNK,6,0,0,1,arrivals,0.0,0.16666666666666666,reject_trend_ooa,2025
EDHL,6,6,6,6,arrivals,1.0,1.0,reject_trend_ooa,2025
ENSO,6,6,6,6,arrivals,1.0,1.0,reject_trend_ooa,2025
EFJO,6,1,1,1,arrivals,0.16666666666666666,0.16666666666666666,reject_trend_ooa,2025
LWOH,6,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
HEBA,6,5,5,5,arrivals,0.8333333333333334,0.8333333333333334,reject_trend_ooa,2025
ESSL,6,6,6,6,arrivals,1.0,1.0,reject_trend_ooa,2025
LGLE,6,1,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESKM,6,5,2,4,arrivals,0.3333333333333333,0.6666666666666666,reject_trend_ooa,2025
ESNL,6,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENRM,6,2,2,5,arrivals,0.3333333333333333,0.8333333333333334,reject_trend_ooa,2025
LTCU,6,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EEKE,5,5,5,5,departures,1.0,1.0,reject_trend_ooa,2025
LTCM,5,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LTCL,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LGKY,5,4,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENHE,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENFB,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LGKC,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENLE,5,2,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LRTM,5,5,5,6,departures,1.0,1.2,reject_trend_ooa,2025
LGLE,5,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EGEC,5,0,0,2,departures,0.0,0.4,reject_trend_ooa,2025
ESGT,5,2,2,2,departures,0.4,0.4,reject_trend_ooa,2025
EFKI,5,4,4,4,departures,0.8,0.8,reject_trend_ooa,2025
ORMM,5,5,5,5,departures,1.0,1.0,reject_trend_ooa,2025
ESNG,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EFJY,5,5,5,5,departures,1.0,1.0,reject_trend_ooa,2025
EETU,5,5,4,4,departures,0.8,0.8,reject_trend_ooa,2025
EFKK,5,5,5,5,departures,1.0,1.0,reject_trend_ooa,2025
EDAH,5,3,3,3,departures,0.6,0.6,reject_trend_ooa,2025
ESNX,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFLB,5,5,5,6,departures,1.0,1.2,reject_trend_ooa,2025
LFEC,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LTAW,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFJL,5,4,4,4,departures,0.8,0.8,reject_trend_ooa,2025
ENRS,5,5,0,0,departures,0.0,0.0,reject_trend_ooa,2025
DAAS,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EEKA,5,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFLI,5,5,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LWOH,5,1,1,1,departures,0.2,0.2,reject_trend_ooa,2025
LIMZ,5,5,5,5,departures,1.0,1.0,reject_trend_ooa,2025
ESDF,5,5,5,5,departures,1.0,1.0,reject_trend_ooa,2025
GMMZ,5,2,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EPSY,5,2,2,2,arrivals,0.4,0.4,reject_trend_ooa,2025
URMG,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENDU,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LTCM,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LTCL,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LFRG,5,5,5,5,arrivals,1.0,1.0,reject_trend_ooa,2025
EEKA,5,0,0,1,arrivals,0.0,0.2,reject_trend_ooa,2025
ENHE,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LTAW,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EGVN,5,4,4,4,arrivals,0.8,0.8,reject_trend_ooa,2025
LESA,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LRTM,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EDAH,5,3,3,4,arrivals,0.6,0.8,reject_trend_ooa,2025
LSZS,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EFKI,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
HEMM,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ORMM,5,1,1,1,arrivals,0.2,0.2,reject_trend_ooa,2025
EEKE,5,5,5,5,arrivals,1.0,1.0,reject_trend_ooa,2025
DAAS,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LPPM,5,5,5,8,arrivals,1.0,1.6,reject_trend_ooa,2025
ESNG,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
GMMZ,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
UBBG,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LFJL,5,5,5,5,arrivals,1.0,1.0,reject_trend_ooa,2025
ENOA,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LPVZ,5,5,1,1,arrivals,0.2,0.2,reject_trend_ooa,2025
EGEC,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENRS,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EKDF,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LGKC,5,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LGSO,4,3,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFPN,4,4,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFOZ,4,4,0,0,departures,0.0,0.0,reject_trend_ooa,2025
UWSG,4,1,1,1,departures,0.25,0.25,reject_trend_ooa,2025
EPRA,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
LZTT,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
ESMT,4,3,3,4,departures,0.75,1.0,reject_trend_ooa,2025
URWW,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENSR,4,0,0,28,departures,0.0,7.0,reject_trend_ooa,2025
ESOK,4,1,1,1,departures,0.25,0.25,reject_trend_ooa,2025
EDAZ,4,4,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFRT,4,4,3,3,departures,0.75,0.75,reject_trend_ooa,2025
LFLW,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFRD,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
LTFC,4,0,0,1,departures,0.0,0.25,reject_trend_ooa,2025
ENRO,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
LECU,4,3,3,3,departures,0.75,0.75,reject_trend_ooa,2025
ESOH,4,4,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LSZA,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
LSGL,4,3,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LGBL,4,4,4,5,departures,1.0,1.25,reject_trend_ooa,2025
LTAP,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LJPZ,4,3,2,2,departures,0.5,0.5,reject_trend_ooa,2025
EDQG,4,4,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESNV,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENGC,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EKDF,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESMQ,4,4,4,5,departures,1.0,1.25,reject_trend_ooa,2025
LESA,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
LESU,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
LFRH,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
EPZG,4,3,3,3,departures,0.75,0.75,reject_trend_ooa,2025
LKCS,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
ESND,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESGJ,4,1,1,1,departures,0.25,0.25,reject_trend_ooa,2025
LGKS,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFCK,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
LKHK,4,4,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESSP,4,4,4,4,departures,1.0,1.0,reject_trend_ooa,2025
EFKT,4,1,1,1,departures,0.25,0.25,reject_trend_ooa,2025
LEVD,4,3,3,3,departures,0.75,0.75,reject_trend_ooa,2025
ORKK,4,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EDRZ,4,4,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
UWSG,4,1,1,1,arrivals,0.25,0.25,reject_trend_ooa,2025
LGPL,4,1,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
URMO,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENXO,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LEVD,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EHLL,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LFLX,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LKCS,4,4,4,5,arrivals,1.0,1.25,reject_trend_ooa,2025
ENQG,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESDF,4,1,1,1,arrivals,0.25,0.25,reject_trend_ooa,2025
LGKY,4,3,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENQS,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENSR,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ENGC,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EDAZ,4,4,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LTAS,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESGJ,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LFCK,4,4,4,4,arrivals,1.0,1.0,reject_trend_ooa,2025
LGSO,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LRBM,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LZTT,4,1,1,1,arrivals,0.25,0.25,reject_trend_ooa,2025
ESOH,4,4,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESOK,4,1,1,1,arrivals,0.25,0.25,reject_trend_ooa,2025
EGNO,4,4,4,4,arrivals,1.0,1.0,reject_trend_ooa,2025
LSGL,4,3,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EFJY,4,1,1,1,arrivals,0.25,0.25,reject_trend_ooa,2025
LFRH,4,4,4,4,arrivals,1.0,1.0,reject_trend_ooa,2025
LTAP,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LTFC,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESNX,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
EDQG,4,4,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESNV,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESND,4,2,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LSZA,4,4,4,5,arrivals,1.0,1.25,reject_trend_ooa,2025
EETU,4,2,2,2,arrivals,0.5,0.5,reject_trend_ooa,2025
EFKK,4,4,4,4,arrivals,1.0,1.0,reject_trend_ooa,2025
LGKS,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LKHK,4,4,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ESSP,4,4,3,3,arrivals,0.75,0.75,reject_trend_ooa,2025
LDLO,4,1,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LGBL,4,1,1,1,arrivals,0.25,0.25,reject_trend_ooa,2025
ESGT,4,1,1,1,arrivals,0.25,0.25,reject_trend_ooa,2025
EFKE,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LZPP,4,4,3,3,arrivals,0.75,0.75,reject_trend_ooa,2025
EFKT,4,1,1,1,arrivals,0.25,0.25,reject_trend_ooa,2025
LFLW,4,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
BIBD,3,3,1,1,departures,0.3333333333333333,0.3333333333333333,reject_trend_ooa,2025
ENQO,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EGLK,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
ENWS,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LRBM,3,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EGMD,3,3,2,2,departures,0.6666666666666666,0.6666666666666666,reject_trend_ooa,2025
ETAR,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
ENXO,3,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LELN,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
LFLS,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
OJAM,3,0,0,2,departures,0.0,0.6666666666666666,reject_trend_ooa,2025
ENOC,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LTBH,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
UDSG,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENWY,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LTAL,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EGNH,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
LGSY,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
URMG,3,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EDGS,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
LPBJ,3,2,2,2,departures,0.6666666666666666,0.6666666666666666,reject_trend_ooa,2025
ENOL,3,1,1,1,departures,0.3333333333333333,0.3333333333333333,reject_trend_ooa,2025
ENSE,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
BIHN,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
GMMB,3,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESOW,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
LTAS,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFHP,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFBI,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
URMO,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EDTM,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
DTTX,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
EFKS,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENOA,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ENSL,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESNO,3,1,1,1,departures,0.3333333333333333,0.3333333333333333,reject_trend_ooa,2025
ENQA,3,2,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LSZS,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
ESNN,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
LDLO,3,1,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LRCK,3,3,2,2,departures,0.6666666666666666,0.6666666666666666,reject_trend_ooa,2025
EGNO,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
ENWV,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
GMTA,3,3,3,3,departures,1.0,1.0,reject_trend_ooa,2025
EKHA,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LSZC,3,3,0,0,departures,0.0,0.0,reject_trend_ooa,2025
OSDI,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
ESUP,3,0,0,0,departures,0.0,0.0,reject_trend_ooa,2025
LFAT,3,2,2,2,departures,0.6666666666666666,0.6666666666666666,reject_trend_ooa,2025
BIBD,3,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
ULAA,3,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LFLU,3,3,3,3,arrivals,1.0,1.0,reject_trend_ooa,2025
ENWS,3,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LFMQ,3,3,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
OSDI,3,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
LELN,3,3,3,3,arrivals,1.0,1.0,reject_trend_ooa,2025
ESUP,3,0,0,0,arrivals,0.0,0.0,reject_trend_ooa,2025
GMTA,3,3,3,3,arrivals,1.0,1.0,reject_trend_ooa,2025
